plant_age_months,number_of_plants,fertilizer_type,fertilizer_frequency,pesticide_type,pesticide_frequency,pruning_interval_months,shade_tree_present,soil_ph,avg_temp_c,avg_rainfall_mm,avg_humidity_pct,previous_yield_per_tree,previous_fine_pct,previous_premium_pct,previous_commercial_pct,trees_productive_pct,yield_trend,yield_kg,fine_grade_pct,premium_grade_pct,commercial_grade_pct
23,417,organic,rarely,organic,sometimes,36,True,5.689164452812309,25.61651611061129,142.26680381592473,52.55818457831878,3.732099214764426,27.99133584222588,54.38765754158996,17.62100661618416,78.31035147598776,-1,96.06985147175932,26.434665332019975,68.70726854113362,4.85806612684641
10,138,organic,often,synthetic,sometimes,18,False,4.861937871264097,19.94439699770338,142.87076907171092,59.56316294688775,4.729645955230849,16.26111198883943,55.975989078667894,27.762898932492675,60.77279244193916,0,23.14628038440102,20.928075530888382,60.730373955213516,18.341550513898106
87,553,synthetic,often,synthetic,rarely,24,False,5.492454632141307,22.07110206950067,167.28041089311355,80.57925083874643,2.8384731343903535,17.754003114495244,54.4321306869206,27.81386619858415,86.01748125184795,0,1320.1602057452267,20.99290365204152,56.98757066728434,22.019525680674143
28,92,organic,sometimes,synthetic,never,12,True,5.325759710363083,18.75382186482735,142.02161109843792,70.62663392614786,1.0742413224402128,33.97600541118118,51.29680994687253,14.727184641946295,78.44810047183739,0,139.94610707719738,22.462451239644494,64.75641869234029,12.781130068015216
63,430,synthetic,never,synthetic,sometimes,6,True,5.091396994941433,22.49702619080875,175.15054945393732,81.8824095082534,1.7929642973265327,27.61941822787377,51.24787154077987,21.132710231346366,64.62404755326536,0,723.1120359296912,21.300367645176475,60.799606661372735,17.900025693450786
83,221,organic,sometimes,none,rarely,6,False,5.200764442753792,21.544626980057874,217.23837995416793,65.72699785074802,4.184687240916368,24.701401683474092,49.674362611586545,25.624235704939366,70.86673815910474,-1,347.90639479470394,23.668218762031294,63.15036333818801,13.18141789978069
57,1065,synthetic,sometimes,none,sometimes,18,False,6.731104950741152,21.108991265874906,220.23334272949828,78.55610949523543,2.333029462389653,28.964720481879517,51.621546984080815,19.413732534039674,80.6501780436204,1,1935.6248578476327,17.00844155489725,56.07975623740875,26.911802207694002
121,178,organic,rarely,none,sometimes,24,False,5.942678417883435,23.234934783656396,173.47540559511248,86.2583217901175,0.9688013262860311,13.390415463575405,64.40646437314803,22.203120163276566,92.52165477852657,-1,233.61950817236973,18.354972672282997,55.72940575082965,25.915621576887354
61,103,synthetic,sometimes,synthetic,sometimes,18,True,6.017378082187932,22.85191457675159,135.9710403781362,76.59165260321389,3.4200427909868414,20.626768637210247,64.34158670763988,15.031644655149876,92.16201089485986,0,351.8216745904884,25.480923855634817,59.220903768979305,15.298172375385882
61,417,none,often,organic,rarely,6,True,6.205395611379388,24.04334553141431,230.36948358805319,76.1958534265757,1.7061080566680555,13.828960931470792,64.32508761478758,21.845951453741634,68.6598800881107,1,637.4164895531811,21.4235078766717,59.34364948053101,19.232842642797294
61,1383,none,sometimes,none,sometimes,18,True,5.247610953846926,24.949189503227934,174.2296077006705,61.11113094088746,1.018527407469238,34.124482401152775,55.21381835543265,10.661699243414574,73.30301506845709,-1,1381.6115988009597,20.93895184170234,51.69715012969461,27.363898028603053
108,558,synthetic,rarely,organic,sometimes,24,True,5.5469385473404555,23.836727098886083,137.17658816584222,57.13010990189208,2.6861732877803925,33.23311496403023,43.261281994004285,23.505603041965493,78.16034219229196,0,951.1887789728592,19.357879316070612,60.0100824955674,20.63203818836199
52,518,synthetic,never,synthetic,rarely,12,True,6.3697956151674635,19.7491755742218,165.2373286437953,85.10636727429429,3.8599932774506835,13.650259177766857,66.84899135931593,19.500749462917213,65.34081583752823,-1,732.7513733432743,23.006482322030806,62.20820813429684,14.785309543672355
121,201,organic,rarely,synthetic,sometimes,24,False,4.818667760964346,24.623057546451232,222.53323538947276,95.0,1.5033074346059465,25.07825447321673,63.91882348301829,11.002922043764976,88.21374026608396,-1,177.69216150148986,21.101014529766587,60.034213194597534,18.86477227563588
208,89,organic,sometimes,synthetic,sometimes,36,True,6.87360149717997,24.67988826111722,225.6516885150257,75.2738638807215,3.050901793932089,22.161348649895146,56.1313755782887,21.707275771816157,76.94963353375965,0,67.49478922326003,24.838178642842117,63.78086835560272,11.38095300155517
74,415,organic,often,synthetic,never,18,True,5.698304817515678,27.854411099613742,147.10060773819356,84.54518611926457,3.0891569098000637,15.211819472517895,51.56337852749789,33.22480199998421,90.0138894241498,0,1205.9087412690385,22.31508103467499,66.67047322729998,11.014445738025032
66,486,organic,often,synthetic,sometimes,12,True,5.608089900782418,28.079101269533606,170.63852092128064,78.19775475058046,4.305438098409604,34.499091968035884,48.43450484525505,17.066403186709067,88.03085992543781,-1,1402.8754815396926,22.731566553436046,67.48310624861958,9.785327197944383
104,824,organic,sometimes,synthetic,sometimes,18,True,5.277274612580192,22.19546545569042,190.91485067657194,67.37894806612327,1.5779810709190607,21.86844037468252,47.40966985857038,30.721889766747097,80.30818382023655,0,1551.931087058511,22.108875508252147,67.26831295864467,10.622811533103189
93,396,synthetic,often,synthetic,sometimes,18,True,5.432321778123303,23.22505519027925,114.44626527082129,83.75214975163385,3.4396079691016666,15.26004227176206,63.558101977302236,21.181855750935703,63.878406099282245,1,769.2834936245177,21.83013179325588,57.00075809671865,21.16911011002548
202,87,synthetic,sometimes,organic,sometimes,12,False,5.8549287141650845,26.084077301065246,203.3154630040365,79.93547968685142,0.8760647618600164,14.232108936654164,48.71172764457886,37.056163418766985,76.70215684854548,0,109.08604834714804,19.441440256008075,55.30535511479942,25.253204629192503
79,329,organic,never,organic,rarely,12,True,5.551163271192204,24.95318010362879,176.68071912467843,82.92060102079343,0.6242736924721832,34.074315643567914,49.238237786375606,16.68744657005648,75.74912358522486,0,577.8267670009678,23.219562524003802,69.22775916224845,7.552678313747748
24,123,synthetic,often,none,never,12,True,6.240344729118775,20.561724118640715,151.3698642769015,80.97462857881352,1.3445628544443986,10.280275581182007,52.35887370824578,37.36085071057221,91.48031118381508,1,260.74731059661235,24.66878046907719,61.24615943380301,14.0850600971198
136,153,organic,never,organic,rarely,36,True,6.4089553629925655,24.45207232578915,172.94134884195847,85.14320466044038,1.0116657442999928,16.76290411703074,53.70664600018367,29.53044988278559,86.29093233122603,0,149.4302589666278,22.397513607299068,62.49522082848329,15.107265564217649
92,247,organic,rarely,synthetic,sometimes,18,True,5.248604011866251,21.96502884182781,88.03073121861888,95.0,1.9863218191673753,29.650370221710826,42.81921233225148,27.53041744603769,94.12138410644748,-1,343.18202145567597,20.35729051227418,59.873475730083825,19.769233757642
141,871,organic,rarely,synthetic,often,24,True,5.220346739175261,24.580106359907063,234.35431955851962,48.39136920426782,1.9187523424900783,22.10467707342514,67.59815374543521,10.297169181139651,77.50481730129057,1,1070.314759249936,23.473248192903185,63.224781124372164,13.30197068272465
15,274,organic,never,none,rarely,18,True,5.708137261720869,20.691335282318263,193.66304145560343,70.25168648529471,4.940548421335205,32.22740338689514,55.848227977768914,11.924368635335952,81.98461108137155,1,171.47459360922994,25.752713353371973,66.68225727936532,7.56502936726271
32,810,organic,never,synthetic,sometimes,6,True,4.735987579235516,27.87599287837817,152.1161360853737,90.54840240426257,3.5454917830611383,22.9279326158788,47.45393814108532,29.61812924303588,81.22753020535461,0,748.901919717407,25.398198011753998,67.94513458910981,6.656667399136182
92,463,organic,sometimes,none,sometimes,12,True,5.414223180953449,26.462343382752707,166.84961820643963,68.57708980523805,3.827617382959464,30.21233351222969,69.46606447665802,0.32160201111229014,66.62926894105432,0,863.0499814609601,23.868789715897417,64.7720381800189,11.359172104083683
50,318,organic,sometimes,none,never,18,False,5.155056749960676,18.066308069444226,113.69885535473306,64.43489708127896,2.7101377564336433,14.152516503330613,53.22063043695577,32.62685305971361,92.96387934952719,-1,439.530639932478,21.400408082633742,59.213906595701474,19.38568532166478
146,713,organic,rarely,organic,rarely,6,False,5.494129889997377,23.24568974257952,174.5872463702604,66.54476608414622,4.968142477402717,13.62556168175479,42.98865342848978,43.38578488975543,75.34063581407318,0,747.4534085163917,19.344021535116593,59.06096097422795,21.59501749065545
26,125,organic,sometimes,none,rarely,12,True,6.567505466408915,26.204690827615,204.77588700315164,57.56216353254606,2.252123785763971,27.90999625908465,44.94024761551063,27.14975612540472,68.99237027679536,0,132.78220956094347,21.077391556791124,65.33851745279804,13.584090990410829
40,178,synthetic,often,synthetic,sometimes,12,True,5.01721240083132,25.11545043298417,212.5782483256254,73.78958507932461,0.8870818440365623,10.76071339161624,58.19433542145663,31.044951186927136,71.58714643082132,0,288.4542093547551,22.041998589227354,59.309692395812874,18.64830901495978
19,437,organic,often,organic,sometimes,12,False,6.099637080170313,23.153422696069555,154.95191701926814,66.76759961741797,1.923867468554867,30.041156852422276,52.64576199340074,17.313081154176984,81.40484673651392,0,249.43852788754077,24.503903313674627,62.53867199475992,12.95742469156545
89,174,organic,rarely,none,sometimes,18,True,6.093027886816236,19.16796536336173,229.98751118985467,76.7711332015328,4.676090849438258,18.223432533250474,46.188913322703826,35.5876541440457,74.09798655809968,0,240.94965193363382,23.150556690237508,64.31888918575501,12.53055412400748
197,340,organic,rarely,synthetic,rarely,12,False,5.295612056363246,23.497512379762874,114.41210775187682,88.31206266181087,0.7354466468431979,33.6995394916798,57.13590871317009,9.16455179515011,76.72021291607231,1,299.5781608292666,22.148152977743052,60.08469207610403,17.76715494615292
172,536,organic,sometimes,synthetic,sometimes,12,True,5.420881237111197,26.533319844758662,186.3794183153439,86.75814223415634,2.1772914257695435,11.015130548999787,46.97256533033131,42.0123041206689,91.11748239208573,1,1299.0754282686669,22.866001436806698,69.16652936312373,7.967469200069573
143,980,synthetic,rarely,synthetic,sometimes,12,True,5.25528954136129,22.891721704323423,93.36770013673365,91.58968534453273,2.5809095214540747,23.571586933530185,69.46156437827804,6.966848688191774,87.74224832403881,0,1410.7755135612917,21.1148175568513,55.509845109496396,23.375337333652297
71,871,organic,often,synthetic,sometimes,18,True,6.110092549450662,24.41165317206655,178.40636227111688,80.81961282878989,3.4597340552053635,16.17346733479595,64.85870484154371,18.96782782366033,82.1411166550727,1,2608.8649685003256,21.160703943695204,66.19516658346403,12.64412947284076
95,122,organic,often,organic,sometimes,36,True,4.4532772991302645,25.326489219377677,144.3312729276628,48.3622398235393,1.1844248167428315,19.11841809850898,64.48325327828336,16.39832862320766,66.38393418535154,0,126.58723769763603,23.58329803646422,64.82788325336489,11.588818710170898
93,173,organic,sometimes,synthetic,sometimes,12,True,5.6334849933160545,28.264314524557516,149.8338046578555,65.97957218700489,1.4557080384728158,13.145436697870927,51.327433823060616,35.52712947906845,78.93276851193264,-1,278.3902606060358,25.19457258376401,66.88613227373722,7.919295142498768
120,76,synthetic,often,organic,never,12,True,6.340549457071186,22.157604573399627,101.99711340086775,46.1798663683197,3.726671455964092,19.049224563393643,50.596217422613904,30.35455801399246,86.49242356696182,1,128.4704383431572,24.088412094159814,59.69402163343884,16.217566272401342
116,478,organic,rarely,organic,sometimes,12,False,4.992034823866356,22.678739617276968,116.66354455452647,81.71796945186247,2.723387194540225,22.064404593025188,53.606728891472116,24.328866515502696,87.86299936943513,0,524.4598835313122,21.478367565074628,62.18997739191724,16.33165504300814
146,180,synthetic,sometimes,organic,often,24,False,6.016557233794087,27.145949683420618,76.10417414346459,75.2676439775224,1.5069380918346427,23.93529144117237,66.68477037142264,9.379938187404989,80.78936261473137,1,260.98275941480875,20.013689834110064,51.841992986408535,28.144317179481398
18,482,synthetic,often,synthetic,sometimes,24,False,6.011578056905645,25.009102178300576,135.6881010944399,84.60246782465413,3.37918036819337,17.906211045381855,53.51944738302774,28.57434157159041,73.38522797431787,1,329.83110751200564,22.101471274539577,52.611321670761455,25.287207054698968
25,125,none,often,synthetic,rarely,6,False,5.591178484166035,26.40236537124517,159.41886707454304,76.31667016610317,3.692726921622392,11.707713021222325,57.61559007666047,30.6766969021172,80.91436500633527,0,172.2323201216688,20.30084930987051,52.76016711358841,26.938983576541077
60,282,organic,sometimes,none,rarely,36,False,6.642707085054037,28.994237198168115,185.73014922657882,68.4491580572445,3.200930859167021,22.673302584899616,60.79860617671866,16.528091238381727,75.54167449932979,0,292.440687930926,21.638353826518166,61.38220896873405,16.979437204747782
66,790,organic,sometimes,organic,rarely,12,True,7.12311238009546,24.715132214523493,162.9761546134819,93.12890219940925,2.264648538489594,10.81324136464993,50.772907091771444,38.41385154357863,89.69319985354159,0,1568.2818412073239,24.28161536748959,67.4311518724055,8.287232760104914
28,158,none,sometimes,synthetic,never,24,True,5.845476218949887,30.136299715059568,209.15286827110657,88.13887815914492,2.0377401910183695,14.634572488868212,45.349847483662444,40.01558002746934,80.48647485675836,0,132.88783575427442,16.8927380637731,52.611707655133806,30.4955542810931
112,735,synthetic,sometimes,synthetic,often,18,True,6.120779744527137,25.135137776235755,198.0504225344368,60.69909884034665,3.1278873359861388,13.371237037458563,55.60950921732136,31.01925374522007,62.43426801591629,-1,1203.5065228684846,19.299852129168862,60.040080737954916,20.660067132876215
51,139,organic,sometimes,synthetic,rarely,24,True,5.658175105674295,22.15006768864198,174.70281753923797,61.377517528042674,3.590809418172767,22.273039461957282,59.81821995432933,17.90874058371339,72.77221800399946,-1,249.92914102399004,21.87672759774999,65.90267325436174,12.220599147888265
41,61,synthetic,rarely,synthetic,rarely,18,True,5.7436012891821715,24.77768064312119,223.71032941121246,76.77864264021488,2.1786278764715608,21.63248001527274,60.54923658055681,17.818283404170458,90.12604765115073,0,92.51549391936612,21.503172759983343,58.259047064634984,20.237780175381673
41,782,organic,sometimes,organic,never,12,True,6.772093169160073,22.98145842089518,255.1610656098918,85.55548063274014,2.615353684061379,18.118341005070405,44.30526476081464,37.57639423411496,72.40979106899003,0,820.6954915379529,21.831615929277493,66.08110425866286,12.087279812059649
62,617,none,sometimes,synthetic,often,12,True,6.124003662941281,23.114669966779637,151.3079609247226,65.6800022246992,2.5908813972515325,31.177830587273,68.13139850958925,0.6907709031377465,74.90336083716392,1,1052.4854177988218,20.621119697696876,57.956874741344144,21.422005560958972
113,178,synthetic,often,synthetic,never,12,True,5.564827799092835,22.971105490659767,135.39157598585064,83.72878949918787,1.059072784864698,27.478235399085882,65.28784037629863,7.233924224615478,60.69564585516225,0,391.01143080256594,22.440489072914744,62.56313322500991,14.996377702075343
47,1454,synthetic,sometimes,none,rarely,12,True,6.013401923703174,26.491967073886226,166.19400733604678,87.38283210855647,3.727866819672699,34.49952015937717,44.60465671389273,20.8958231267301,92.44222423105614,0,2943.4272577285396,20.213358549821777,58.61406878837599,21.172572661802235
38,425,organic,rarely,synthetic,rarely,18,False,6.265463332917444,27.245861822300483,104.19303596503917,68.49613170106176,2.9311884648314637,32.13608819153205,66.30227531534115,1.561636493126798,75.5930232062226,0,329.6672927200928,23.69612346331564,59.468769376809064,16.835107159875292
79,338,synthetic,rarely,none,rarely,12,True,5.4633141002686845,20.869299780650135,84.94677832963123,79.07447443028263,4.415599775204505,32.51786908616931,49.77971372180562,17.702417192025067,63.220969365834975,0,424.49600507563036,23.96764730976211,58.83223893114939,17.200113759088495
49,248,none,often,synthetic,often,18,False,5.806733658203974,16.078132244631874,225.39395125394432,60.43217296250893,2.5889507815725654,25.195956560582488,61.399820035416454,13.404223404001058,61.49515336836847,0,235.16766554632534,20.56994845160184,49.54462675565025,29.885424792747905
79,135,synthetic,sometimes,none,rarely,6,True,6.144582418192733,27.46140445818539,112.06585630216685,76.31035404311802,0.5169858341995538,34.5125599250342,68.1495909490801,-2.662150874114303,69.59503979263175,0,277.8572036987463,22.25084696048485,63.85940086977256,13.889752169742593
73,122,organic,sometimes,none,rarely,18,True,5.902470488560125,22.167485993165442,172.04974046612082,73.49411660591366,2.3654729891658297,10.244697217655132,58.43082831125534,31.32447447108953,64.28495544944724,0,178.21703270968482,20.229045335563644,64.66681315578856,15.1041415086478
40,264,none,sometimes,synthetic,never,12,True,4.803735749228823,24.865674448369028,199.59859443534015,60.74421245626529,4.750553944913705,26.504477590917382,60.04390371943106,13.451618689651553,94.51751846858404,-1,168.90325761556164,20.6579732696395,53.55612124718621,25.78590548317429
126,93,organic,rarely,organic,sometimes,18,True,6.449774097424405,26.382347803720638,190.78933223980005,62.55637515850212,3.11021896701368,33.59150064508684,46.971031727189455,19.437467627723706,62.0553027031016,0,98.86765001095608,21.599903881709714,62.36448669679211,16.03560942149818
13,1108,synthetic,rarely,organic,often,18,False,7.1146155638746915,28.395689009835014,237.1026314097314,72.87100921052117,4.999276807143821,27.763458981854086,60.34151248117969,11.895028536966223,82.90532004880284,0,279.11316152360575,21.048814471776915,56.15515934344704,22.79602618477604
82,124,organic,sometimes,synthetic,sometimes,24,False,5.411389694283497,19.572430044918452,186.393748715341,85.44151323948314,1.2488812171012558,18.138470102007965,63.732727372927044,18.128802525064984,66.02329431631833,0,201.3049698556642,20.778418417398374,61.360171865893875,17.861409716707755
127,112,synthetic,sometimes,synthetic,rarely,6,True,5.63027327883401,20.295991515656688,236.67195858916972,54.19061495376866,4.021395569466788,21.80370376271949,40.7725980166142,37.42369822066631,86.98886439112813,-1,229.79746193305084,20.98562372403858,55.9022395260099,23.112136749951524
61,457,organic,rarely,none,rarely,18,False,6.456253037252219,19.96179521360667,263.64022307632115,61.609206534450074,3.1575924662762422,30.603767172422156,59.68978820306009,9.706444624517758,69.25073422645437,-1,486.01585695230506,19.09716570083739,57.762497365444865,23.14033693371774
63,1445,synthetic,sometimes,synthetic,sometimes,12,True,5.174595849440046,23.310754865195904,132.0187876275017,62.808652787687016,3.647496708223217,23.45011962211959,65.75349136159936,10.796389016281054,66.17647193469797,0,3975.4857610724107,22.53986511269161,65.10901704928524,12.351117838023143
76,1349,synthetic,sometimes,synthetic,rarely,18,True,6.1800848396653505,26.17985764215969,215.17752200074943,64.53345580674758,2.7254758554373284,18.082302520349927,52.3889977829392,29.528699696710873,91.33731535242916,0,3333.9285827710864,21.943391104054133,56.47262557966497,21.5839833162809
8,590,synthetic,sometimes,none,never,18,True,4.944959934913404,19.88958677172032,248.55996943953738,86.11853368796625,2.6195850950840707,26.55826380760057,68.69986242234309,4.741873770056344,80.6044283765037,-1,11.524380682949435,23.72797650965922,55.997057122577594,20.27496636776319
23,488,none,rarely,organic,never,24,True,5.312785075267704,22.025616823329944,145.2618243848234,72.90297893704447,4.355341170832661,31.50365779502484,52.387986954480695,16.10835525049447,81.42306491582164,0,172.9515111888622,23.054289149751032,54.26255559788712,22.68315525236185
51,92,none,often,synthetic,sometimes,36,True,5.651046343104595,26.163169236725253,158.3215685897528,76.31766794417503,4.050372000245652,30.745078618239184,52.03526309421976,17.219658287541066,82.36342555570654,1,154.63954469662067,18.236257658404043,56.26403113941774,25.49971120217822
15,965,organic,sometimes,synthetic,never,18,True,5.991700459849311,25.45345271738922,230.24668523537844,61.965275712184194,1.0041266989099944,27.56387467406627,64.68197226974408,7.754153056189651,88.7610976988382,0,488.44145728785236,25.43489840877097,63.672828355419384,10.89227323580964
64,350,synthetic,sometimes,synthetic,never,24,False,6.888804068627673,24.26168967725826,179.48939502524067,81.88662295146416,3.53446575993973,28.035110334598865,47.815073543621956,24.149816121779175,80.39372561508895,1,750.376091427826,18.19336965121095,58.77455712441138,23.032073224377662
64,164,none,sometimes,synthetic,sometimes,18,False,5.505012713834709,22.59591596469454,209.55751525157063,71.11602528293636,3.715043969735194,24.16183357106923,40.5834231243436,35.25474330458718,68.25307993775533,1,200.4200941329304,18.61167343167431,47.08195895229279,34.30636761603291
94,643,synthetic,sometimes,none,sometimes,18,False,5.662188569079573,26.484200953750637,186.9602971360126,70.6413421398596,1.4618889828476742,33.22376674372714,40.6863383566571,26.089894899615757,92.24449139167562,0,1582.847697364352,19.895999437776048,56.38909110391637,23.714909458307574
48,217,synthetic,sometimes,organic,sometimes,18,True,6.199344842181024,29.56440679696988,254.79697790029115,68.58402282609791,3.756771812977588,15.644173570779765,54.911496827143374,29.444329602076856,76.03603621427933,-1,438.388128819692,20.48521819014847,55.09666820974327,24.418113600108256
108,442,none,rarely,synthetic,sometimes,18,True,6.323791384805541,22.685456642407953,114.78606585064247,70.8498619820343,4.371496109732108,28.735050796482795,50.60586420663412,20.65908499688308,83.86575191091194,-1,284.4936287034272,20.324017612143905,53.227726521501175,26.44825586635492
84,228,synthetic,sometimes,synthetic,often,12,True,4.979276933832741,22.133577136283595,142.0438847190278,65.00828157154005,4.389062764690314,29.177072180732264,60.429985424801565,10.392942394466168,75.99860474248727,0,480.4185218744467,22.518364336171267,57.98564184454333,19.49599381928541
52,167,organic,rarely,synthetic,never,12,True,5.722379319959755,24.3001400366009,201.92913078617462,84.70545207086747,1.5880204750239768,12.081791708544927,65.25500337267088,22.66320491878419,68.73005149607197,-1,212.7549910485949,25.27978232419983,67.45176995366266,7.268447722137509
57,1068,organic,often,organic,rarely,18,False,5.683961116632652,29.38187154214866,169.69490884330162,66.83253354260015,2.006095786413783,26.44139022546808,45.468267524971345,28.09034224956057,73.78693136629735,1,2112.75401375808,20.3073356633305,64.72867850264866,14.963985834020832
68,683,synthetic,rarely,organic,rarely,6,True,6.623190940544268,25.573088411240462,153.7087139977709,70.78911437027247,0.629853649310663,22.81125097083654,59.637626706181514,17.551122322981946,75.99183537296166,0,1356.0230516795834,20.840617569631362,63.65909744956398,15.500284980804658
34,996,synthetic,never,synthetic,rarely,24,False,5.780185752173849,24.143044102158505,146.92945330780353,76.69879425134425,0.8668674134242453,10.239432403253053,56.97782933635992,32.782738260387035,82.02828843659167,-1,1005.164659414994,19.742925988589487,54.517882132336034,25.739191879074475
17,67,synthetic,rarely,synthetic,rarely,12,False,5.387845950724387,25.425353860015214,234.09700582505621,88.41677561049988,0.9075581307583747,21.645141358398394,47.82005187002824,30.534806771573372,76.3495549967219,1,23.858680799228242,20.05396151148364,62.03061755967314,17.915420928843226
72,94,synthetic,sometimes,synthetic,sometimes,12,True,5.441521127939902,19.60307871505171,177.02454832795237,79.43523595865186,1.6482737050251557,11.399602545683498,60.52671792419119,28.073679530125318,81.88614647856183,0,263.0672916228731,24.265786149618755,61.183157790883826,14.551056059497427
22,131,organic,never,synthetic,never,18,True,6.5052643869735185,19.725762271961457,189.33712922589845,68.88985648239436,3.1191391390038565,32.873615721187775,50.9452196130257,16.181164665786525,94.39502472234939,0,63.7341218778014,23.762659984591213,63.67284816121813,12.564491854190663
11,373,synthetic,sometimes,organic,sometimes,12,True,5.688499622776038,22.7687354898513,117.06883332651614,85.93230534863518,2.529615250368674,10.502271563607401,60.8049401848552,28.692788251537408,90.91480460292044,1,0.0,25.256066209933746,62.92275206165041,11.821181728415844
80,100,organic,often,organic,never,12,True,6.145118239390923,21.004834966124204,174.32233003179158,66.79788280038998,1.15885394558675,14.892229339510484,51.792336498000964,33.31543416248856,63.5288867618806,-1,165.61548969122595,24.29040141383919,67.89199086872702,7.817607717433788
53,404,none,never,none,never,18,True,5.132725034063597,22.522166345682813,85.7985057500167,61.51423005896375,0.7162827978773474,30.762448627568748,65.62559487383275,3.611956498598502,87.56275354017484,1,385.7812009745201,18.02324740920193,52.987984976667015,28.988767614131056
113,72,synthetic,often,none,often,24,True,4.467259899534925,23.807204614711168,99.46996272032257,65.8780672879388,1.4558829891104303,25.461211756322236,56.87790658735969,17.660881656318082,76.19047748637465,-1,88.50997012571138,21.019843503472806,54.89683202313059,24.08332447339661
110,247,synthetic,often,none,rarely,18,False,6.478136532705269,22.292415380016024,216.52931465054024,72.884330101784,1.6463025271672946,10.284451408320807,58.98065187917125,30.734896712507947,75.8161191122594,-1,390.29918562471977,18.683276694467395,59.14510156001956,22.171621745513043
23,205,synthetic,sometimes,none,never,12,True,6.0779682050742325,26.340641916600724,182.76509372276155,92.61402549936115,4.212500130570046,22.679014773145525,56.20627233705727,21.114712889797204,61.81185833297228,0,116.24763543854192,21.438694583336694,61.21263057669146,17.348674839971842
101,254,synthetic,often,organic,rarely,18,True,5.206597337028392,20.975196726400966,141.91118055697683,63.01819247038728,4.422536490126051,22.63061375807488,47.20716184233456,30.16222439959057,73.45843509592864,-1,580.731685829332,20.84191812504446,60.79556678009115,18.362515094864392
46,136,organic,often,organic,rarely,18,True,6.302953287141819,24.191018285970877,145.4218829489149,75.73309844466641,3.153637736046998,12.253834987859946,48.46373621299849,39.28242879914156,89.7386286870229,-1,197.10097721859358,23.859531297711957,62.50032040081107,13.640148301476977
13,1293,organic,often,organic,rarely,24,False,5.690467447103745,28.529214832843312,181.77558854118433,73.74774139442216,4.824743870418595,20.376338893918607,59.55881463962772,20.064846466453666,88.51689873248662,1,942.8775108497679,20.836673183591415,62.696730579573156,16.46659623683543
37,63,synthetic,sometimes,organic,often,12,True,5.626933400007614,17.780154486835563,172.3093801494096,68.27084152642769,2.0123968830688455,32.327601201399986,56.777016169866826,10.895382628733188,86.59637150873189,0,127.76200947236237,19.290026713281883,63.872483080972465,16.837490205745645
15,925,none,sometimes,organic,rarely,24,True,5.93382223069186,25.695624699224865,175.07028174956253,84.32028894046888,3.6080593798212357,25.48645251644269,64.9358636897139,9.57768379384342,89.25512839150583,0,410.3755386342769,19.90848199889458,54.97645862366084,25.115059377444574
41,472,organic,often,synthetic,never,18,False,6.946486585150011,25.30577148502106,190.41886624839336,80.39600562619528,0.8290342783118285,28.524885330773124,68.48348697618624,2.991627693040641,84.52282818932021,1,515.5879203863284,21.864612327675438,64.57872670989212,13.556660962432431
34,468,synthetic,never,synthetic,rarely,36,False,5.361793312167328,23.512953297291645,237.69523513847975,86.78446885375321,4.173826673764108,17.214421322984087,69.44284241440289,13.342736262613016,75.38130087598823,0,272.39546978280003,20.12760512808109,55.315958745410526,24.556436126508387
62,208,organic,sometimes,none,rarely,12,True,5.751964564071694,20.699901966067834,118.95709272117716,75.06116067008443,3.5732767991128904,28.919783568632383,42.15099248269306,28.929223948674554,89.75486953709301,1,406.11876253530755,26.07013743029694,70.01675161166614,3.913110958036924
73,717,organic,sometimes,synthetic,often,24,True,6.377117698390654,19.543033501523706,111.35553680503787,82.62304465580306,2.50553740395838,15.297253892843386,41.51736055500212,43.18538555215449,78.09396635994075,0,1202.8903208268498,23.493637839378867,63.290914770611856,13.215447390009281
30,422,organic,often,synthetic,never,6,True,5.310959777902205,24.26963147352575,178.2679246759721,78.9995241708407,4.105770613190338,24.60058128040879,59.906322284635436,15.493096434955774,73.57510804394921,0,555.0689916567228,24.364732675358486,70.41502823809307,5.220239086548446
11,66,synthetic,sometimes,organic,sometimes,18,True,5.939423779495478,25.13295184233067,179.30012681821003,63.55441007443552,0.8993475531714521,16.116349261070162,67.2958104016192,16.587840337310638,76.17279739978848,1,0.0,19.663026177171687,56.5565261170993,23.78044770572901
76,795,synthetic,often,organic,rarely,12,False,5.787579398129883,28.13706972291387,218.82281169380354,78.01788830797183,1.9066712030498445,11.254469422909082,54.47789314837502,34.2676374287159,91.98010003470351,1,2378.6488510881472,22.58167661201839,58.61325197211695,18.805071415864667
183,137,synthetic,never,organic,rarely,36,False,6.648897317900397,21.394590235245452,172.72158054966548,82.54824025217845,2.578730879754272,23.824831806858185,49.34590123461948,26.829266958522332,91.75720837394667,1,124.99450280268766,17.55750290827611,50.6324562609219,31.810040830801995
85,652,synthetic,often,organic,never,24,True,5.3139666201798725,23.361045265645522,90.71933609339841,84.28891351742489,1.4112212801068065,24.87919170545103,50.901753696390685,24.21905459815828,65.83758881022806,0,999.4127506604934,22.509646721356642,56.86444497415214,20.62590830449121
49,555,organic,sometimes,organic,sometimes,36,True,4.657161268825603,20.77701608141479,166.32840612748834,80.14146907634304,1.9116532662130084,34.35170290999253,68.076365897296,-2.4280688072885255,82.46769489180024,-1,798.2010627302299,21.959527949959238,64.1839309144865,13.856541135554266
